@relation 'cleaned_weather_data-weka.filters.unsupervised.attribute.NominalToBinary-R5,8,10'

@attribute Temperature numeric
@attribute Humidity numeric
@attribute 'Wind Speed' numeric
@attribute 'Precipitation (\%)' numeric
@attribute 'Cloud Cover=partly cloudy' numeric
@attribute 'Cloud Cover=clear' numeric
@attribute 'Cloud Cover=overcast' numeric
@attribute 'Cloud Cover=cloudy' numeric
@attribute 'Atmospheric Pressure' numeric
@attribute 'UV Index' numeric
@attribute Season=Winter numeric
@attribute Season=Spring numeric
@attribute Season=Summer numeric
@attribute Season=Autumn numeric
@attribute 'Visibility (km)' numeric
@attribute Location=inland numeric
@attribute Location=mountain numeric
@attribute Location=coastal numeric
@attribute 'Weather Type' {Rainy,Cloudy,Sunny,Snowy}

@data
16,50,9,16,0,0,1,0,1001.3,3,0,0,1,0,7,0,1,0,Cloudy
29,82,18,78,0,0,1,0,991.54,3,0,1,0,0,4,1,0,0,Rainy
33,79,4.5,43,0,0,1,0,1007.94,1,0,1,0,0,7,0,0,1,Cloudy
18,60,11,50,0,0,1,0,1000.21,2,1,0,0,0,3,0,0,1,Rainy
13,78,3,48,0,0,1,0,1009.76,3,0,0,1,0,8.5,0,1,0,Cloudy
14,71,9.5,72,0,0,1,0,991.83,1,0,1,0,0,3.5,0,1,0,Rainy
34,97,17.5,76,0,0,1,0,1016.2,1,0,0,1,0,2.5,0,0,1,Rainy
-13,58,14.5,78,0,0,0,1,1179.76,12,0,0,0,1,9,1,0,0,Rainy
26,80,19,84,0,0,1,0,1002.79,2,0,0,1,0,4,0,1,0,Rainy
31,87,13,72,0,0,1,0,1009.9,1,0,0,0,1,2,0,0,1,Rainy
14,70,8,66,0,0,1,0,993.43,0,0,0,1,0,3,1,0,0,Rainy
22,63,6.5,58,0,0,1,0,1007.89,1,0,0,0,1,3,0,1,0,Rainy
32,69,12.5,59,0,0,1,0,991.39,2,0,1,0,0,3.5,0,1,0,Rainy
70,106,14,87,0,0,1,0,1019.68,10,0,0,1,0,2,1,0,0,Rainy
27,66,9.5,64,0,0,1,0,998.2,2,0,0,0,1,3,0,0,1,Rainy
21,77,3.5,99,0,0,1,0,1016.89,10,0,0,0,1,4.5,0,0,1,Cloudy
12,76,9,18,0,0,1,0,1018.4,3,0,0,0,1,7.5,0,1,0,Cloudy
27,89,9.5,53,0,0,1,0,1014.06,2,0,0,0,1,2.5,0,0,1,Rainy
27,56,2.5,14,0,0,1,0,1012.89,2,0,0,0,1,9,0,1,0,Cloudy
15,87,11.5,59,0,0,1,0,1012.68,3,0,0,1,0,1.5,0,0,1,Rainy
20,77,24.5,73,0,0,1,0,1007.62,12,0,1,0,0,4.5,1,0,0,Cloudy
31,98,10,66,0,0,1,0,996.05,0,0,1,0,0,4.5,0,0,1,Rainy
14,63,12,40,0,0,1,0,1018.31,1,0,0,1,0,7.5,0,0,1,Cloudy
31,92,19,71,1,0,0,0,1018.69,1,0,0,0,1,4.5,1,0,0,Rainy
12,68,14,58,1,0,0,0,1011.71,2,0,0,1,0,4.5,1,0,0,Rainy
10,71,19,52,0,0,1,0,992.36,1,0,0,1,0,4,0,0,1,Rainy
31,62,6.5,66,0,0,1,0,1003.32,1,0,0,1,0,3.5,0,1,0,Rainy
34,52,1.5,15,0,0,1,0,1014.46,2,0,1,0,0,5,0,0,1,Cloudy
22,74,18.5,106,0,0,1,0,990.13,9,0,0,0,1,0.5,0,0,1,Rainy
33,66,8,70,0,0,1,0,1006.37,1,0,0,1,0,2.5,0,0,1,Rainy
34,75,3,17,0,0,1,0,1019.39,1,0,0,1,0,8.5,0,1,0,Cloudy
30,89,19,86,0,0,1,0,1010.22,0,0,1,0,0,2.5,0,1,0,Rainy
2,78,13,35,0,0,1,0,811.67,0,0,0,0,1,8.5,1,0,0,Rainy
14,96,13.5,54,0,0,1,0,1017.92,3,0,1,0,0,5,0,0,1,Rainy
28,71,9,66,1,0,0,0,1007.58,1,0,1,0,0,2,1,0,0,Rainy
30,52,0,12,0,0,1,0,1007.48,1,0,0,0,1,8.5,0,0,1,Cloudy
62,109,22,102,1,0,0,0,990.28,9,1,0,0,0,3.5,0,0,1,Rainy
28,70,16.5,79,0,0,1,0,992.25,0,0,1,0,0,4.5,0,1,0,Rainy
17,73,8,13,0,0,1,0,1167.84,5,0,0,1,0,0.5,0,0,1,Sunny
19,76,9.5,89,0,0,1,0,992.8,0,0,0,0,1,4.5,0,1,0,Rainy
21,96,16,56,1,0,0,0,1019.2,2,0,0,1,0,2.5,0,1,0,Rainy
18,38,4.5,63,0,0,1,0,804.06,1,0,1,0,0,17,1,0,0,Rainy
15,70,1,15,0,0,1,0,1003.62,1,0,1,0,0,5.5,1,0,0,Cloudy
20,62,13,86,0,0,1,0,996.13,0,0,0,0,1,4,0,0,1,Rainy
30,99,17,77,0,0,1,0,1013.33,0,0,0,1,0,2,0,0,1,Rainy
30,60,12,14,0,0,1,0,1009.05,1,0,0,0,1,6,0,1,0,Cloudy
13,98,6,63,0,0,1,0,1009.32,2,0,0,1,0,3.5,1,0,0,Rainy
18,69,0.5,20,0,0,1,0,1004.24,4,0,1,0,0,5.5,0,1,0,Cloudy
41,69,10,27,0,0,0,1,921.64,3,0,0,0,1,1.5,0,1,0,Rainy
21,65,12,15,0,0,1,0,1019.31,2,0,0,1,0,8.5,0,1,0,Cloudy
24,61,8.5,65,0,0,1,0,998.75,1,1,0,0,0,3.5,0,0,1,Rainy
24,58,14,30,0,0,1,0,1018.24,2,0,0,0,1,5,0,0,1,Cloudy
24,74,12,45,0,0,1,0,1013.18,3,0,1,0,0,6,0,0,1,Cloudy
14,73,5,84,0,0,1,0,1007.32,0,0,0,1,0,2,0,0,1,Rainy
17,90,20,67,0,0,1,0,1007.62,3,0,1,0,0,2,0,1,0,Rainy
10,77,4,26,0,0,0,1,853.9,9,0,0,0,1,11.5,0,0,1,Rainy
31,98,11,51,0,0,1,0,995.61,3,0,0,0,1,2,0,1,0,Rainy
23,99,14,76,1,0,0,0,1011.51,2,0,0,1,0,1.5,0,1,0,Rainy
31,84,20,70,0,0,1,0,1019.33,0,0,1,0,0,2,1,0,0,Rainy
14,81,13,76,0,0,1,0,1018.78,3,0,1,0,0,3.5,1,0,0,Rainy
24,94,5.5,58,0,0,1,0,999.28,2,1,0,0,0,1.5,0,0,1,Rainy
27,52,14.5,29,0,0,1,0,1001.3,2,0,1,0,0,6.5,0,0,1,Cloudy
32,103,18.5,72,0,0,1,0,1018.76,8,1,0,0,0,2.5,0,0,1,Rainy
27,64,11,14,0,0,1,0,1000.6,3,0,1,0,0,5,0,1,0,Cloudy
15,78,6,27,0,0,1,0,1005.16,1,0,0,1,0,6.5,0,1,0,Cloudy
12,84,10,82,0,0,1,0,1004.16,3,0,0,0,1,3.5,1,0,0,Rainy
20,82,16.5,102,1,0,0,0,998.73,14,0,1,0,0,0.5,0,1,0,Rainy
32,78,6,83,1,0,0,0,1011.9,2,0,0,0,1,3.5,1,0,0,Rainy
29,70,10,29,0,0,1,0,1004.78,4,0,1,0,0,7.5,1,0,0,Cloudy
17,62,9,11,0,0,1,0,1016.34,2,0,0,1,0,7.5,0,1,0,Cloudy
30,68,17,74,0,0,1,0,1017.1,2,0,0,0,1,3.5,0,1,0,Rainy
-4,20,13,66,0,0,1,0,897.46,4,1,0,0,0,2,0,0,1,Rainy
13,96,18.5,59,0,0,1,0,1002.55,0,0,0,1,0,3.5,0,1,0,Rainy
32,78,17.5,59,0,0,1,0,1007.35,1,0,0,0,1,4,0,1,0,Rainy
30,80,17.5,54,0,0,1,0,991.7,3,1,0,0,0,4.5,0,0,1,Rainy
31,76,10.5,64,0,0,1,0,990.23,1,0,0,0,1,2,0,0,1,Rainy
29,75,13.5,21,0,0,1,0,903.45,9,0,0,1,0,10,0,0,1,Snowy
33,75,17.5,94,0,0,1,0,1015.21,3,0,0,0,1,5,0,1,0,Rainy
33,87,10,73,0,0,1,0,998.28,0,0,1,0,0,2.5,0,0,1,Rainy
18,63,6,52,0,0,1,0,1004,2,0,0,0,1,3,0,1,0,Rainy
48,74,8.5,69,0,0,1,0,878.79,3,0,0,1,0,4.5,1,0,0,Sunny
25,69,7,91,1,0,0,0,1007.14,0,0,1,0,0,2.5,1,0,0,Rainy
11,89,23.5,92,0,0,1,0,1011.31,14,0,0,1,0,4,1,0,0,Cloudy
32,65,14.5,78,0,0,1,0,998.06,3,0,0,1,0,3.5,0,0,1,Rainy
41,97,27.5,101,0,0,1,0,991.49,0,0,0,1,0,0.5,0,1,0,Rainy
33,76,17.5,89,1,0,0,0,1008.15,0,0,0,1,0,1,0,0,1,Rainy
17,75,14.5,64,0,0,1,0,1004.49,1,0,0,1,0,4,0,0,1,Rainy
14,94,17,91,1,0,0,0,993.4,0,1,0,0,0,3.5,0,0,1,Rainy
20,69,19.5,80,1,0,0,0,997.52,0,0,1,0,0,1.5,0,0,1,Rainy
32,97,14.5,93,1,0,0,0,1017.26,1,0,0,1,0,4.5,1,0,0,Rainy
27,72,1,29,0,0,1,0,1003.38,1,0,1,0,0,6,0,0,1,Cloudy
75,70,35.5,99,0,0,1,0,1019.26,5,0,1,0,0,6.5,0,1,0,Cloudy
12,79,15,71,0,0,1,0,1012.93,2,0,1,0,0,1.5,0,0,1,Rainy
34,75,7.5,73,0,0,1,0,994.5,3,0,0,0,1,5,0,0,1,Rainy
21,94,9.5,82,1,0,0,0,995.72,2,0,0,0,1,4.5,0,0,1,Rainy
11,99,18,77,0,0,1,0,1008.76,2,0,0,1,0,3.5,1,0,0,Rainy
16,98,13,75,0,0,1,0,994.18,0,0,0,0,1,1.5,1,0,0,Rainy
32,94,16,83,0,0,1,0,1004.87,0,0,0,0,1,1,0,0,1,Rainy
28,85,7,97,0,0,1,0,991.07,1,0,1,0,0,2,0,0,1,Rainy
21,86,9.5,58,1,0,0,0,997.76,1,0,1,0,0,3,0,1,0,Rainy
17,91,15,76,1,0,0,0,1013.57,0,0,0,1,0,2,0,1,0,Rainy
16,76,10,99,0,0,1,0,1014.09,2,0,1,0,0,5,0,1,0,Rainy
30,73,2.5,23,0,0,1,0,1015.82,1,0,1,0,0,7,0,1,0,Cloudy
26,51,11.5,33,0,0,1,0,1001.95,3,0,1,0,0,6.5,0,1,0,Cloudy
24,53,1,40,0,0,1,0,1019.95,3,0,0,0,1,8.5,0,1,0,Cloudy
27,96,14.5,63,1,0,0,0,1010.68,1,0,0,0,1,3.5,0,0,1,Rainy
30,85,15.5,80,1,0,0,0,1016.63,1,0,0,1,0,5,1,0,0,Rainy
37,106,23.5,104,1,0,0,0,998.71,14,0,0,1,0,3,0,0,1,Rainy
-2,78,3,21,0,0,1,0,1057.25,0,0,1,0,0,18,0,1,0,Sunny
25,95,14.5,90,0,0,1,0,1014.83,0,1,0,0,0,1,0,0,1,Rainy
26,99,19.5,89,0,0,1,0,996.13,3,0,0,1,0,2.5,1,0,0,Rainy
32,63,8,68,1,0,0,0,998.48,0,1,0,0,0,3.5,0,0,1,Rainy
30,70,1,45,0,0,1,0,1017.84,4,0,1,0,0,8.5,0,0,1,Cloudy
12,84,19,77,0,0,1,0,995.09,2,0,0,1,0,3.5,0,1,0,Rainy
12,67,3,47,0,0,1,0,1007.6,2,0,1,0,0,7.5,1,0,0,Cloudy
30,79,10,65,1,0,0,0,992.74,3,0,0,1,0,3,1,0,0,Rainy
25,105,15.5,81,0,0,1,0,1010.63,12,0,0,1,0,3,1,0,0,Cloudy
21,65,19,55,1,0,0,0,1013.7,0,0,0,0,1,4,0,1,0,Rainy
22,88,17,99,0,0,1,0,991.58,1,0,1,0,0,2,0,0,1,Rainy
60,106,21.5,101,1,0,0,0,1012.16,10,0,0,0,1,4,0,1,0,Rainy
17,70,8.5,54,0,0,1,0,992.34,1,0,0,1,0,2.5,1,0,0,Rainy
24,54,12.5,10,0,0,1,0,1000.83,1,0,0,1,0,8,0,1,0,Cloudy
32,88,14.5,96,0,0,1,0,1008.32,2,0,0,0,1,4.5,0,1,0,Rainy
29,91,19.5,86,0,0,1,0,1010.19,0,1,0,0,0,4.5,0,0,1,Rainy
32,75,15,79,0,0,1,0,1000.46,3,0,0,1,0,2,0,1,0,Rainy
-5,63,15,44,0,0,1,0,948.41,3,0,0,0,1,1.5,1,0,0,Sunny
11,33,3,90,0,0,1,0,1065.17,11,0,0,0,1,3,1,0,0,Snowy
55,105,14,81,0,0,1,0,1014.39,10,0,1,0,0,0.5,1,0,0,Cloudy
26,74,17,62,0,0,1,0,1003.65,0,0,0,1,0,4.5,1,0,0,Rainy
17,73,15,50,0,0,1,0,997.55,1,0,1,0,0,3,1,0,0,Rainy
22,74,16,82,0,0,1,0,994.28,2,0,0,1,0,4.5,0,1,0,Rainy
32,79,2.5,17,0,0,1,0,1002.4,4,0,0,1,0,9,1,0,0,Cloudy
-17,37,14,34,0,0,0,1,912.53,10,0,0,1,0,16.5,1,0,0,Rainy
20,90,14.5,66,1,0,0,0,994.38,2,0,0,1,0,2.5,1,0,0,Rainy
28,97,8,67,0,0,1,0,1009.78,2,0,0,1,0,1.5,0,0,1,Rainy
16,52,4,29,0,0,1,0,1009.5,4,0,0,0,1,6,1,0,0,Cloudy
24,89,6.5,59,0,0,1,0,995.79,0,0,1,0,0,4,1,0,0,Rainy
29,93,9,88,0,0,1,0,1009.73,3,0,0,1,0,4.5,0,0,1,Rainy
15,87,5,68,1,0,0,0,1013.81,2,0,1,0,0,5,1,0,0,Rainy
12,85,18,86,1,0,0,0,997.97,2,0,1,0,0,4.5,0,0,1,Rainy
11,63,8,91,0,0,1,0,1008.25,0,0,0,1,0,1.5,0,1,0,Rainy
19,96,14.5,51,1,0,0,0,1002.78,2,0,0,1,0,3,0,0,1,Rainy
23,68,15,96,1,0,0,0,1009.24,0,0,0,0,1,2,0,1,0,Rainy
36,36,7,72,0,0,1,0,986.32,8,0,0,0,1,5.5,1,0,0,Sunny
27,97,9.5,51,0,0,1,0,1005.04,1,0,0,1,0,4.5,0,0,1,Rainy
13,96,6.5,71,1,0,0,0,1002.57,1,0,1,0,0,2,0,0,1,Rainy
30,106,22.5,109,0,0,1,0,998.32,13,0,1,0,0,2,1,0,0,Rainy
13,79,11,62,0,0,1,0,997.74,2,0,0,0,1,5,0,1,0,Rainy
15,68,11.5,74,1,0,0,0,1010.35,3,0,1,0,0,4,0,0,1,Rainy
26,98,12,63,1,0,0,0,1008.53,3,1,0,0,0,2.5,0,0,1,Rainy
15,91,17.5,95,0,0,1,0,1003.09,0,1,0,0,0,3.5,0,0,1,Rainy
12,76,7,62,0,0,1,0,999.25,2,0,0,0,1,3,1,0,0,Rainy
15,72,10,66,1,0,0,0,1012.18,2,0,0,0,1,2.5,0,1,0,Rainy
24,68,9.5,77,1,0,0,0,1002,1,0,0,0,1,3.5,0,0,1,Rainy
22,89,6.5,75,0,0,1,0,1018.98,2,0,0,1,0,3.5,1,0,0,Rainy
24,62,6.5,72,0,0,1,0,1017.92,1,0,1,0,0,2,0,0,1,Rainy
28,99,11,82,1,0,0,0,1008.11,3,0,0,0,1,4.5,0,0,1,Rainy
15,66,6.5,73,0,0,1,0,992.08,1,0,0,1,0,1.5,1,0,0,Rainy
30,65,10,67,0,0,1,0,1001.1,2,0,1,0,0,3.5,0,1,0,Rainy
62,101,19.5,77,0,0,1,0,1006.98,9,0,1,0,0,3,0,1,0,Cloudy
33,94,13.5,67,0,0,1,0,997.77,3,0,1,0,0,4.5,0,0,1,Rainy
29,93,20,94,0,0,1,0,1001.26,3,0,1,0,0,3.5,1,0,0,Rainy
8,40,10,73,0,0,1,0,1168.85,12,0,1,0,0,2,0,0,1,Snowy
16,51,8.5,16,0,0,1,0,1018.91,2,0,1,0,0,5.5,0,1,0,Cloudy
10,60,9,78,0,0,1,0,1011.26,1,1,0,0,0,3.5,0,0,1,Rainy
20,51,3,29,0,0,1,0,1003.1,1,0,0,1,0,8.5,0,0,1,Cloudy
20,86,14,64,0,0,1,0,1000.52,1,0,0,0,1,2,0,0,1,Rainy
48,37,13.5,92,1,0,0,0,947.17,4,0,0,0,1,17,0,1,0,Rainy
0,60,6.5,89,0,0,1,0,1197.92,14,0,0,0,1,19,0,0,1,Snowy
19,36,6.5,53,0,0,1,0,828.87,7,0,1,0,0,5,0,0,1,Rainy
23,64,15.5,98,1,0,0,0,1003.88,0,0,1,0,0,2.5,0,0,1,Rainy
36,28,0,87,0,0,1,0,864.57,11,0,0,1,0,11,0,0,1,Snowy
30,73,13,78,1,0,0,0,999.13,0,0,0,1,0,2.5,0,0,1,Rainy
29,58,0,28,0,0,1,0,1007.84,3,0,1,0,0,6,0,1,0,Cloudy
29,92,12.5,96,1,0,0,0,1000.69,1,0,1,0,0,4,1,0,0,Rainy
22,81,7.5,77,0,0,1,0,998.16,2,0,1,0,0,3.5,1,0,0,Rainy
39,56,3,95,0,0,1,0,1091.51,3,0,0,0,1,15.5,0,1,0,Rainy
18,77,15,62,1,0,0,0,1003.14,0,0,1,0,0,5,0,0,1,Rainy
19,79,10,63,1,0,0,0,1000.43,0,0,1,0,0,1.5,0,1,0,Rainy
9,96,18.5,94,1,0,0,0,993.91,12,0,1,0,0,4.5,0,1,0,Rainy
33,52,9.5,34,0,0,1,0,1001.71,4,0,0,0,1,7,1,0,0,Cloudy
21,76,3,101,0,0,1,0,1010.35,1,0,0,0,1,10,0,1,0,Cloudy
14,73,19,74,1,0,0,0,994.61,3,0,1,0,0,3,0,0,1,Rainy
10,79,15.5,80,0,0,1,0,1019.52,1,0,0,1,0,2.5,1,0,0,Rainy
28,71,6.5,48,0,0,1,0,1002.74,1,0,0,0,1,8,1,0,0,Cloudy
53,98,35,85,1,0,0,0,1007.48,9,0,0,1,0,2.5,1,0,0,Rainy
31,50,11,29,0,0,1,0,1007.61,2,0,1,0,0,8,0,1,0,Cloudy
26,68,5,44,0,0,1,0,1005.29,3,0,0,0,1,7.5,0,0,1,Cloudy
13,98,19.5,85,0,0,1,0,1014.82,1,0,0,1,0,1.5,0,0,1,Rainy
14,86,7,85,0,0,1,0,1012.64,1,0,0,1,0,3.5,0,1,0,Rainy
19,74,7.5,92,0,0,1,0,993.95,0,0,1,0,0,2,0,1,0,Rainy
16,74,10.5,25,0,0,1,0,1010.3,4,0,1,0,0,6.5,1,0,0,Cloudy
28,60,5.5,28,0,0,1,0,1000.63,1,0,0,1,0,9,0,1,0,Cloudy
18,95,6,74,0,0,1,0,997.47,1,1,0,0,0,1,0,0,1,Rainy
29,88,5,82,1,0,0,0,997.72,2,0,0,1,0,1,1,0,0,Rainy
32,78,8,59,0,0,1,0,993.87,2,0,0,0,1,2,1,0,0,Rainy
10,80,17,90,0,0,1,0,1005.45,3,1,0,0,0,3.5,0,0,1,Rainy
13,77,6,27,0,0,0,1,1070.87,11,0,0,0,1,7,0,0,1,Rainy
78,104,23.5,101,1,0,0,0,996.11,5,0,0,0,1,1.5,1,0,0,Rainy
14,61,0.5,21,0,0,1,0,1005.76,1,0,0,0,1,8.5,0,1,0,Cloudy
26,82,20,89,0,0,1,0,992,2,1,0,0,0,1.5,0,0,1,Rainy
22,79,3.5,37,0,0,1,0,1008.08,3,0,0,1,0,7,1,0,0,Cloudy
24,75,9.5,68,0,0,1,0,992.93,1,0,1,0,0,5,1,0,0,Rainy
26,97,20.5,81,0,0,1,0,1005.35,12,0,1,0,0,5.5,0,0,1,Rainy
31,83,18.5,88,0,0,1,0,994.23,2,0,1,0,0,1,0,0,1,Rainy
33,77,14,52,0,0,1,0,1013.24,1,1,0,0,0,1.5,0,0,1,Rainy
-6,40,7.5,79,0,0,1,0,1078.03,3,0,1,0,0,14.5,0,1,0,Snowy
15,98,6,84,1,0,0,0,1014.45,2,0,0,0,1,3.5,0,0,1,Rainy
23,82,8,60,1,0,0,0,992.83,1,1,0,0,0,4.5,0,0,1,Rainy
19,79,15.5,72,0,0,1,0,1009.67,8,0,1,0,0,10.5,0,0,1,Cloudy
19,94,13,63,1,0,0,0,999.33,0,0,0,0,1,4,0,1,0,Rainy
27,81,19.5,79,0,0,1,0,1006.48,2,0,0,0,1,4,0,1,0,Rainy
21,66,4.5,47,0,0,1,0,1002.76,3,0,0,1,0,7,0,0,1,Cloudy
10,60,14.5,78,0,0,1,0,1019.93,2,0,1,0,0,2,0,0,1,Rainy
23,79,19.5,90,0,0,1,0,999.32,0,0,0,1,0,3,0,1,0,Rainy
36,87,35.5,103,0,0,1,0,1003.99,7,0,0,0,1,5.5,0,1,0,Rainy
31,53,11.5,23,0,0,1,0,1001.6,2,0,0,1,0,8.5,0,1,0,Cloudy
32,75,9,28,0,0,1,0,1014.35,3,0,0,0,1,8.5,1,0,0,Cloudy
21,72,17,55,1,0,0,0,1016.24,1,0,0,0,1,2,0,0,1,Rainy
13,59,5,15,0,0,1,0,1005.92,4,0,0,0,1,7.5,1,0,0,Cloudy
17,30,15,70,0,0,1,0,1192.79,5,0,0,0,1,5.5,1,0,0,Cloudy
31,65,5.5,61,0,0,1,0,990.46,0,1,0,0,0,3.5,0,0,1,Rainy
34,64,8,30,0,0,1,0,1018,1,0,1,0,0,7,0,0,1,Cloudy
19,62,1,42,0,0,1,0,1001.33,1,0,1,0,0,8,0,0,1,Cloudy
54,71,19.5,70,0,0,1,0,1000.68,6,0,0,0,1,5.5,1,0,0,Rainy
25,68,7.5,99,0,0,1,0,1015.65,1,0,1,0,0,4.5,0,0,1,Rainy
21,84,16.5,69,0,0,1,0,1005.71,2,0,0,0,1,2.5,0,1,0,Rainy
27,60,8,92,0,0,1,0,991.3,2,0,0,0,1,2,0,0,1,Rainy
15,95,12.5,55,0,0,1,0,1000.88,2,0,0,0,1,2,1,0,0,Rainy
31,76,10,55,0,0,1,0,1004.39,2,0,0,0,1,5,0,0,1,Rainy
30,54,7.5,15,0,0,1,0,1011.24,1,0,1,0,0,7,0,0,1,Cloudy
33,92,6.5,76,0,0,1,0,993.69,3,0,1,0,0,2.5,1,0,0,Rainy
32,54,14,90,0,0,0,1,840.45,8,0,1,0,0,3.5,0,0,1,Rainy
29,84,18,69,0,0,1,0,993.35,3,0,0,1,0,4.5,1,0,0,Rainy
33,61,6.5,69,0,0,1,0,1008.12,1,0,0,1,0,2.5,1,0,0,Rainy
16,55,5.5,45,0,0,1,0,1007.32,1,0,1,0,0,7,0,1,0,Cloudy
41,75,6.5,92,0,0,1,0,1026.83,1,0,0,0,1,16.5,0,1,0,Snowy
10,99,16,58,0,0,1,0,995.85,2,0,0,0,1,1.5,0,1,0,Rainy
22,72,9,87,0,0,0,1,1013.57,9,0,1,0,0,8.5,0,0,1,Cloudy
33,70,11.5,93,1,0,0,0,1009.8,1,0,0,0,1,2,0,0,1,Rainy
10,76,12.5,29,0,0,1,0,1011.93,3,0,0,0,1,8,1,0,0,Cloudy
28,72,8,75,1,0,0,0,993.3,1,0,0,0,1,3.5,0,0,1,Rainy
-9,61,6.5,33,0,0,1,0,954.55,4,0,0,1,0,15,0,0,1,Rainy
29,89,5.5,94,0,0,1,0,1002.95,3,0,1,0,0,2,0,1,0,Rainy
30,60,2,19,0,0,1,0,1013.04,2,0,1,0,0,7,0,1,0,Cloudy
14,60,13,19,0,0,1,0,1004.59,3,0,0,0,1,7,1,0,0,Cloudy
10,51,4,26,0,0,1,0,1000.48,2,0,0,0,1,8.5,1,0,0,Cloudy
20,87,17.5,57,1,0,0,0,1007.44,0,0,0,1,0,4.5,0,1,0,Rainy
30,91,15.5,70,0,0,1,0,999.97,0,0,0,1,0,3.5,1,0,0,Rainy
12,77,9.5,66,1,0,0,0,1011.51,1,0,0,0,1,2,1,0,0,Rainy
11,81,16.5,81,0,0,1,0,1016.78,3,0,0,0,1,3.5,1,0,0,Rainy
11,77,9,19,0,0,1,0,1013.48,4,0,0,0,1,5,1,0,0,Cloudy
17,70,12,31,0,0,1,0,1006.41,4,0,1,0,0,5.5,0,0,1,Cloudy
24,70,14,50,0,0,1,0,994.7,3,0,0,0,1,3,1,0,0,Rainy
30,77,9,26,0,0,1,0,1013.05,1,0,0,1,0,7,0,1,0,Cloudy
18,73,17,97,0,0,1,0,1013.07,2,1,0,0,0,3,0,0,1,Rainy
41,79,14,17,0,0,1,0,959.01,14,0,0,1,0,1,0,1,0,Rainy
-2,32,1.5,17,0,0,1,0,930.32,1,1,0,0,0,11,0,0,1,Rainy
54,107,26,88,1,0,0,0,991.72,4,0,1,0,0,3,0,1,0,Rainy
30,77,19,97,1,0,0,0,1005.01,0,1,0,0,0,2,0,0,1,Rainy
23,65,16,54,0,0,1,0,1007.22,0,0,0,0,1,2,1,0,0,Rainy
21,86,39,103,0,0,1,0,1002.57,14,0,0,1,0,1,1,0,0,Rainy
14,71,10,45,0,0,1,0,1000.28,4,0,1,0,0,5.5,0,1,0,Cloudy
43,100,30,85,0,0,1,0,1011.72,10,0,0,0,1,1.5,1,0,0,Rainy
11,65,12.5,45,0,0,1,0,1015.64,3,0,0,1,0,7.5,0,1,0,Cloudy
55,105,30.5,96,0,0,1,0,997.39,10,0,1,0,0,3.5,1,0,0,Rainy
13,72,7,13,0,0,1,0,1015.68,3,0,1,0,0,6,1,0,0,Cloudy
28,72,14,73,1,0,0,0,1005.12,1,0,0,1,0,1,0,0,1,Rainy
11,92,10,71,0,0,1,0,1017.4,0,0,0,0,1,5,0,1,0,Rainy
42,61,13,69,0,0,1,0,1004.98,0,0,0,1,0,11,0,1,0,Snowy
31,55,8,33,0,0,1,0,1006.48,1,0,0,0,1,6.5,0,0,1,Cloudy
27,66,6,50,0,0,1,0,1018.96,1,0,1,0,0,3.5,0,0,1,Rainy
25,74,16,65,0,0,1,0,995.54,1,0,1,0,0,2.5,0,0,1,Rainy
39,91,31,103,0,0,1,0,1012.4,8,0,0,1,0,2,0,0,1,Rainy
14,74,5.5,84,0,0,1,0,1009.09,1,0,1,0,0,2.5,1,0,0,Rainy
22,84,6.5,87,0,0,1,0,1013.67,1,0,1,0,0,2.5,1,0,0,Rainy
10,68,8,99,0,0,1,0,1014.01,3,0,1,0,0,1.5,0,0,1,Rainy
14,69,14.5,29,0,0,1,0,1018.81,2,0,0,0,1,9,0,0,1,Cloudy
26,69,10,27,0,0,1,0,1008.72,2,0,0,1,0,8,1,0,0,Cloudy
21,83,15.5,82,0,0,1,0,1017.86,0,0,0,1,0,2,1,0,0,Rainy
17,65,6,98,0,0,1,0,1013.45,2,0,1,0,0,3,0,0,1,Rainy
34,77,9.5,24,0,0,1,0,1001.9,4,0,0,1,0,5.5,0,0,1,Cloudy
34,91,15.5,50,0,0,1,0,1002.95,1,1,0,0,0,4.5,0,0,1,Rainy
37,83,26.5,79,0,0,1,0,999.64,6,0,0,1,0,2.5,0,0,1,Rainy
13,53,7,16,0,0,1,0,1001.23,3,0,1,0,0,8.5,1,0,0,Cloudy
10,63,9.5,59,0,0,1,0,1016.38,1,0,1,0,0,1.5,1,0,0,Rainy
33,67,19.5,65,0,0,1,0,995.78,2,0,1,0,0,4,0,0,1,Rainy
27,61,8,21,0,0,1,0,1005.11,1,0,1,0,0,7.5,0,1,0,Cloudy
12,78,11,66,0,0,1,0,1006.86,0,0,1,0,0,3,1,0,0,Rainy
27,70,12.5,59,0,0,1,0,995.11,2,0,0,0,1,4,1,0,0,Rainy
10,80,14,76,1,0,0,0,1004.96,3,1,0,0,0,2.5,0,0,1,Rainy
-6,40,8,75,0,0,0,1,1105.31,5,0,0,0,1,5,0,0,1,Rainy
32,96,8,62,1,0,0,0,1018.06,3,0,1,0,0,2.5,0,0,1,Rainy
22,95,35.5,87,0,0,1,0,998.45,11,1,0,0,0,4,0,0,1,Rainy
17,81,18,89,1,0,0,0,995.4,2,0,0,1,0,1.5,1,0,0,Rainy
19,77,9,71,0,0,1,0,997.53,0,0,0,1,0,2,0,1,0,Rainy
