DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
07/01/1965,13.17,0,2.9,4,NA,4,NA,8.4
08/01/1965,13.21,0,1.4,4,NA,4,NA,2.6
09/01/1965,21.84,0,5.6,4,NA,4,NA,0.5
10/01/1965,19.62,0,0.3,4,NA,4,NA,6.6
11/01/1965,18.12,0,0.3,4,NA,4,NA,5.2
12/01/1965,17.21,0,4.1,4,NA,4,NA,0.5
13/01/1965,23.45,0,3.9,4,NA,4,NA,-0.7
14/01/1965,20.12,0,3.5,4,NA,4,NA,-1.1
15/01/1965,17.08,0,5.5,4,NA,4,NA,-0.7
16/01/1965,18.84,0,4.7,4,NA,4,NA,0
17/01/1965,28.5,0,13.7,4,NA,4,NA,1.1
18/01/1965,16.96,4,0,4,NA,4,NA,0.6
19/01/1965,10.63,0,32.4,4,NA,4,NA,-4.3
20/01/1965,20.12,0,2.1,4,NA,4,NA,0.5
21/01/1965,10.63,0,3.5,4,NA,4,NA,-6.1
22/01/1965,11.34,0,0,4,NA,4,NA,-3.4
23/01/1965,9.92,0,1,4,NA,4,NA,-1.1
24/01/1965,5.58,0,0.2,4,NA,4,NA,-1.1
25/01/1965,5.5,0,0,4,NA,4,NA,-0.3
26/01/1965,8.87,0,4.2,4,NA,4,NA,0.4
27/01/1965,9.33,0,4.9,4,NA,4,NA,-0.6
28/01/1965,10.29,0,3.3,4,NA,4,NA,-1.4
29/01/1965,13.29,0,0,4,NA,4,NA,-0.6
30/01/1965,15.09,0,0,4,NA,4,NA,-0.5
31/01/1965,13.88,0,0,4,NA,4,NA,0
01/02/1965,8.63,0,0,4,NA,4,NA,-7.2
02/02/1965,8.83,0,0,4,NA,4,NA,-2.6
03/02/1965,4.21,0,0,4,NA,4,NA,-9.2
04/02/1965,3.63,0,0,4,NA,4,NA,-1
05/02/1965,5.66,0,0,4,NA,4,NA,-6.2
06/02/1965,4.79,0,0,4,NA,4,NA,0.5
07/02/1965,9.38,0,0,4,NA,4,NA,2.6
08/02/1965,4.79,0,0,4,NA,4,NA,-3.2
09/02/1965,6,0,0.3,4,NA,4,NA,2.5
10/02/1965,7.29,0,0,4,NA,4,NA,0
11/02/1965,12.87,0,0,4,NA,4,NA,1.2
12/02/1965,21.04,0,0.9,4,NA,4,NA,5
13/02/1965,18.63,4,0,4,NA,4,NA,0.2
14/02/1965,9.29,0,0,4,NA,4,NA,-4.5
15/02/1965,8.33,0,0,4,NA,4,NA,1.3
16/02/1965,5.88,0,0,4,NA,4,NA,-0.2
17/02/1965,9.42,4,0,4,NA,4,NA,4.8
18/02/1965,4.25,4,0,4,NA,4,NA,-4.5
19/02/1965,13.46,4,0,4,NA,4,NA,4.6
20/02/1965,15.92,0,1.1,4,NA,4,NA,3.2
21/02/1965,11.83,0,0.4,4,NA,4,NA,0.8
22/02/1965,10,0,0.1,4,NA,4,NA,1.7
23/02/1965,7.41,0,1.5,4,NA,4,NA,2.6
24/02/1965,12.42,0,1,4,NA,4,NA,-0.5
25/02/1965,4.79,0,0,4,NA,4,NA,-7.7
26/02/1965,10.83,0,0.4,4,NA,4,NA,-5.8
27/02/1965,8.46,0,0.1,4,NA,4,NA,-1.2
28/02/1965,11,0,1.1,4,NA,4,NA,-5.5
01/03/1965,17.33,0,3.1,4,NA,4,NA,-5.5
02/03/1965,8.79,0,0.4,4,NA,4,NA,-8.8
03/03/1965,14.83,0,6.3,4,NA,4,NA,-5.5
04/03/1965,22.46,0,0,4,NA,4,NA,-0.3
05/03/1965,11.54,0,0,4,NA,4,NA,-3.4
06/03/1965,8.46,0,0,4,NA,4,NA,-7.7
07/03/1965,10.63,0,0,4,NA,4,NA,-7
08/03/1965,8.46,0,0,4,NA,4,NA,-5.5
09/03/1965,9.33,0,0,4,NA,4,NA,-8.1
10/03/1965,18.34,0,0,4,NA,4,NA,0.7
11/03/1965,12.42,0,0.4,4,NA,4,NA,-2.5
12/03/1965,13.17,0,0.6,4,NA,4,NA,4.4
13/03/1965,8.58,4,0,4,NA,4,NA,-0.3
14/03/1965,9.21,0,0,4,NA,4,NA,3.5
15/03/1965,15.92,0,2.4,4,NA,4,NA,4.8
16/03/1965,20.3,0,1.3,4,NA,4,NA,4.4
17/03/1965,6.63,0,0.6,4,NA,4,NA,2.1
18/03/1965,12.96,0,0.7,4,NA,4,NA,-0.7
19/03/1965,7.12,0,3.2,4,NA,4,NA,-1.6
20/03/1965,12.58,0,6.6,4,NA,4,NA,2.3
21/03/1965,12.08,0,5,4,NA,4,NA,4
22/03/1965,8.38,0,4.5,4,NA,4,NA,3.8
23/03/1965,10.5,0,1,4,NA,4,NA,6.1
24/03/1965,14.04,0,2.7,4,NA,4,NA,2.2
25/03/1965,17.12,0,6.8,4,NA,4,NA,0
26/03/1965,14.04,0,0.6,4,NA,4,NA,2.6
27/03/1965,16.66,4,0,4,NA,4,NA,8.3
28/03/1965,7.41,0,0,4,NA,4,NA,-1.1
29/03/1965,5.71,0,0,4,NA,4,NA,-5.2
30/03/1965,10.83,0,0,4,NA,4,NA,-3.2
31/03/1965,10.67,0,0,4,NA,4,NA,-0.5
01/04/1965,8.67,0,0,0,11.1,0,6.1,-2.2
02/04/1965,8.12,0,0,0,16.7,0,1.8,-3.2
03/04/1965,8.71,0,0,0,15,0,0,-4.3
04/04/1965,11.34,0,1,0,13.8,0,7.2,4.4
05/04/1965,4.88,0,1.4,0,10.7,0,6.4,2.7
06/04/1965,9.17,0,1,0,11.7,0,0.6,-3.3
07/04/1965,8.08,0,0.2,0,11.8,0,1.9,-2.2
08/04/1965,9.92,0,0.6,0,13.9,2,7,4.6
09/04/1965,12.17,0,10.2,0,13.9,0,2.9,-1.7
10/04/1965,18,0,0.9,0,12.2,0,6.6,6.8
11/04/1965,19.55,0,3.9,0,9.4,0,3.7,1.7
12/04/1965,18.66,0,0.6,0,12.1,0,4.4,1.9
13/04/1965,10.37,0,4.3,0,12.9,0,3.4,-0.1
14/04/1965,12.46,0,1.3,0,14.6,0,7.4,6.7
15/04/1965,15.34,0,0.1,0,14.4,0,10.6,9.7
16/04/1965,16.21,0,0.8,0,14.4,0,7.7,5.3
17/04/1965,27.08,0,1,0,13.9,0,10.1,9.8
18/04/1965,21.87,0,0.8,0,12.3,0,3.9,0.6
19/04/1965,20.38,0,0.1,0,11.7,0,0.7,-0.8
20/04/1965,8.04,0,0,0,8.9,0,1.7,-1.9
21/04/1965,7.5,4,0,0,10.1,1,-1.7,-6.1
22/04/1965,4.79,0,2,0,12.1,0,3.4,-2.9
23/04/1965,8.67,0,0.2,0,12.8,0,4,1.8
24/04/1965,8.08,0,5.2,4,NA,0,3.2,-2
25/04/1965,10.88,0,0.3,4,NA,4,NA,NA
26/04/1965,21.5,0,2.8,0,12.3,0,5.4,2.2
27/04/1965,12.21,0,2.7,0,11.8,0,5.4,2.8
28/04/1965,8.33,0,0.3,0,10.3,0,5.4,4.6
29/04/1965,6.92,0,0,0,10.7,0,6.2,3.4
30/04/1965,10.25,0,0,0,12.2,0,7.2,3.3
01/05/1965,12.12,0,1.2,4,NA,4,NA,7.4
02/05/1965,14,0,1.4,4,NA,4,NA,7.8
03/05/1965,7.46,0,3,4,NA,4,NA,2.1
04/05/1965,11,0,3.6,4,NA,4,NA,4.7
05/05/1965,15.25,0,1.2,4,NA,4,NA,6.6
06/05/1965,7.08,0,4.5,4,NA,4,NA,-1.1
07/05/1965,11.58,0,1.4,4,NA,4,NA,7.1
08/05/1965,17.46,0,6.4,4,NA,4,NA,8.3
09/05/1965,15.25,4,0,4,NA,4,NA,5.6
10/05/1965,4.79,0,0,4,NA,4,NA,2.7
11/05/1965,3.79,0,0,4,NA,4,NA,10.1
12/05/1965,8.46,0,0,4,NA,4,NA,6.2
13/05/1965,7.41,0,0,4,NA,4,NA,5.1
14/05/1965,3.37,0,0,4,NA,4,NA,4.1
15/05/1965,3.25,0,1.8,4,NA,4,NA,4.1
16/05/1965,5.88,0,1,4,NA,4,NA,8.3
17/05/1965,6.83,0,10.8,4,NA,4,NA,8.8
18/05/1965,9.87,0,0.2,4,NA,4,NA,1.1
19/05/1965,4.08,0,0,4,NA,4,NA,-5
20/05/1965,7.17,0,6.2,4,NA,4,NA,-3.3
21/05/1965,12.62,0,4.1,4,NA,4,NA,7.7
22/05/1965,10.21,0,1.7,4,NA,4,NA,8.7
23/05/1965,12.83,0,0.6,4,NA,4,NA,7.3
24/05/1965,8.96,0,4.8,4,NA,4,NA,6.1
25/05/1965,7.87,4,0,4,NA,4,NA,6.3
26/05/1965,9.54,0,0.1,4,NA,4,NA,7.6
27/05/1965,12.38,4,0,4,NA,4,NA,4.2
28/05/1965,9.13,0,0,4,NA,4,NA,7.8
29/05/1965,8.5,4,0,4,NA,4,NA,4.4
30/05/1965,9.17,0,0,4,NA,4,NA,-1.6
31/05/1965,7.33,0,0,4,NA,4,NA,7.6
01/06/1965,4.17,4,0,0,14.3,0,7.8,5
02/06/1965,1.83,0,0,0,16,0,2.2,-1.1
03/06/1965,3.79,4,0,0,18.8,0,4.8,3.7
04/06/1965,6.5,0,17.6,0,17.1,0,6.8,3.4
05/06/1965,3.46,0,1.5,0,15.4,0,10.6,10
06/06/1965,4.58,0,1.3,0,15.1,0,8.4,5.7
07/06/1965,2.5,0,0,0,16.9,0,7.6,4.4
08/06/1965,4.42,0,0.3,0,18.6,0,6.3,NA
09/06/1965,3.54,0,0,0,19,0,10.8,9.9
10/06/1965,4.42,0,1.3,0,19.6,0,6.8,3.9
11/06/1965,6.29,0,5,0,18.2,0,12.1,11.7
12/06/1965,5.46,0,0.2,0,20.6,0,11.6,9.4
13/06/1965,8.5,4,0,0,18.3,0,10.1,6.8
14/06/1965,7.17,0,8.6,0,21.2,0,9,6.2
15/06/1965,15.67,0,0.2,0,20.6,0,12.9,12.2
16/06/1965,11.17,0,3.3,0,18.8,0,11.2,9.4
17/06/1965,13.42,0,5.5,0,19,0,9.4,6.7
18/06/1965,24.21,0,0.4,0,18.4,0,11.2,11.6
19/06/1965,13.83,0,0.3,0,19.2,0,10.7,8.3
20/06/1965,13.46,0,10,0,20.9,0,12.1,11.7
21/06/1965,5.17,0,16.4,0,20.1,2,10.6,NA
22/06/1965,10.92,0,2.2,0,19,0,10.2,10.1
23/06/1965,21.04,0,1.4,0,19,0,12.4,10.7
24/06/1965,16.92,0,1.2,0,17.9,0,11.1,9.4
25/06/1965,15.12,0,1,0,18.3,0,14.1,13.4
26/06/1965,17,0,1.1,0,17.8,0,9.9,7.2
27/06/1965,8.83,4,0,0,17.1,0,9,4.4
28/06/1965,11.63,0,0.1,0,19.7,0,9.4,6.7
29/06/1965,4.12,0,0.2,0,19.8,0,13.8,13.7
30/06/1965,8.5,4,0,0,19.1,0,13.8,12.1
01/07/1965,8.54,4,0,4,NA,4,NA,5.1
02/07/1965,10.17,0,0,4,NA,4,NA,10.6
03/07/1965,9.38,0,0,4,NA,4,NA,4
04/07/1965,7.79,0,0,4,NA,4,NA,1.7
05/07/1965,9.92,0,0.3,4,NA,4,NA,8.2
06/07/1965,4.88,0,1.9,4,NA,4,NA,12.2
07/07/1965,7.75,0,0,4,NA,4,NA,5
08/07/1965,9.42,0,0.7,4,NA,4,NA,5.1
09/07/1965,7.04,0,0.3,4,NA,4,NA,4.3
10/07/1965,8.04,0,0.4,4,NA,4,NA,9.8
11/07/1965,10.08,0,0.2,4,NA,4,NA,10.8
12/07/1965,5.71,0,8.2,4,NA,4,NA,3.8
13/07/1965,4.5,0,6.1,4,NA,4,NA,12.3
14/07/1965,5.96,0,0.2,4,NA,4,NA,12.8
15/07/1965,8.04,4,0,4,NA,4,NA,12.1
16/07/1965,5.41,4,0,4,NA,4,NA,4.2
17/07/1965,4.88,0,0,4,NA,4,NA,5.8
18/07/1965,10.46,0,18.1,4,NA,4,NA,7.7
19/07/1965,8.83,0,0,4,NA,4,NA,11.3
20/07/1965,4.79,0,1.6,4,NA,4,NA,7.7
21/07/1965,7.21,0,9.5,4,NA,4,NA,10.5
22/07/1965,4.79,0,12.5,4,NA,4,NA,6.6
23/07/1965,6.96,0,4.1,4,NA,4,NA,7.6
24/07/1965,10.96,0,8.5,4,NA,4,NA,11.2
25/07/1965,7.79,0,0.1,4,NA,4,NA,12.8
26/07/1965,10.67,4,0,4,NA,4,NA,8.4
27/07/1965,12.96,0,2.3,4,NA,4,NA,11.1
28/07/1965,14.09,0,5.1,4,NA,4,NA,12.8
29/07/1965,18.71,0,0.2,4,NA,4,NA,12.3
30/07/1965,5.33,0,0.1,4,NA,4,NA,9.4
31/07/1965,13.29,0,0.9,4,NA,4,NA,2.8
01/08/1965,9.92,0,6.2,4,NA,4,NA,5.5
02/08/1965,7.71,0,6.7,4,NA,4,NA,10.6
03/08/1965,5.63,0,15.7,4,NA,4,NA,5.6
04/08/1965,11.92,0,0.2,4,NA,4,NA,12.5
05/08/1965,17.54,0,0,4,NA,4,NA,10.7
06/08/1965,12.33,0,2.8,4,NA,4,NA,7.7
07/08/1965,8.63,0,0.2,4,NA,4,NA,6
08/08/1965,3.58,0,0,4,NA,4,NA,6
09/08/1965,6.54,0,0.2,4,NA,4,NA,6.1
10/08/1965,9.75,0,0,4,NA,4,NA,10.7
11/08/1965,11.08,0,0,4,NA,4,NA,12.4
12/08/1965,11.17,0,0,4,NA,4,NA,14.4
13/08/1965,6.5,0,0,4,NA,4,NA,14.7
14/08/1965,7.12,0,0.2,4,NA,4,NA,12.7
15/08/1965,7.21,0,0,4,NA,4,NA,11.6
16/08/1965,4.21,0,0,4,NA,4,NA,6.8
17/08/1965,7.87,0,0,4,NA,4,NA,10
18/08/1965,12.67,0,0,4,NA,4,NA,12.8
19/08/1965,10.96,0,1.4,4,NA,4,NA,9
20/08/1965,14.17,0,4.6,4,NA,4,NA,6.1
21/08/1965,14.88,0,2.2,4,NA,4,NA,11
22/08/1965,16.83,0,0.8,4,NA,4,NA,8.8
23/08/1965,11.87,0,0.5,4,NA,4,NA,10.5
24/08/1965,16.42,0,4.7,4,NA,4,NA,11.1
25/08/1965,15.71,0,0.4,4,NA,4,NA,7.3
26/08/1965,7.79,0,0.6,4,NA,4,NA,10.3
27/08/1965,8.58,0,1.3,4,NA,4,NA,2
28/08/1965,16.92,0,0,4,NA,4,NA,12.2
29/08/1965,15.25,4,0,4,NA,4,NA,8.1
30/08/1965,11.87,0,1.8,4,NA,4,NA,7.1
31/08/1965,9.87,0,3,4,NA,4,NA,6.1
01/09/1965,7.75,0,0,4,NA,4,NA,1.6
02/09/1965,3.29,0,0,4,NA,4,NA,1.5
03/09/1965,10.63,0,0.8,4,NA,4,NA,2.2
04/09/1965,13.54,0,2,4,NA,4,NA,5
05/09/1965,11.29,0,0.5,4,NA,4,NA,9.6
06/09/1965,3.96,0,0.2,4,NA,4,NA,6.4
07/09/1965,5.33,4,0,4,NA,4,NA,3
08/09/1965,7.29,0,1.4,4,NA,4,NA,NA
09/09/1965,16.33,0,1.4,4,NA,4,NA,NA
10/09/1965,14.21,0,1,4,NA,4,NA,NA
11/09/1965,10.92,0,0.2,4,NA,4,NA,9.7
12/09/1965,3.42,0,1.2,4,NA,4,NA,7.8
13/09/1965,2.71,0,1.2,4,NA,4,NA,10
14/09/1965,4.25,0,0.3,4,NA,4,NA,3.8
15/09/1965,6.42,0,2.5,4,NA,4,NA,13.2
16/09/1965,9.54,0,2,4,NA,4,NA,7.2
17/09/1965,12.71,0,25.1,4,NA,4,NA,6.3
18/09/1965,13.04,0,0.6,4,NA,4,NA,7.6
19/09/1965,9.25,4,0,4,NA,4,NA,0
20/09/1965,9.54,0,0,4,NA,4,NA,8.2
21/09/1965,12.21,4,0,4,NA,4,NA,6.6
22/09/1965,8.25,4,0,4,NA,4,NA,12.1
23/09/1965,4.21,0,2.6,4,NA,4,NA,7.5
24/09/1965,5.96,0,25.3,4,NA,4,NA,2.7
25/09/1965,4.29,4,0,4,NA,4,NA,10
26/09/1965,3.42,0,11,4,NA,4,NA,9.4
27/09/1965,5.37,0,0,4,NA,4,NA,0.6
28/09/1965,2.5,0,0,4,NA,4,NA,-2
29/09/1965,11.63,0,0.1,4,NA,4,NA,7.7
30/09/1965,15.63,4,0,4,NA,4,NA,9.8
01/10/1965,8,0,11.5,4,NA,4,NA,6.2
02/10/1965,4.67,0,1.5,4,NA,4,NA,8.7
03/10/1965,9.79,0,4.2,4,NA,4,NA,6.6
04/10/1965,6.79,0,1.5,4,NA,4,NA,12.3
05/10/1965,2.13,0,0.1,4,NA,4,NA,6.5
06/10/1965,0.42,0,2.5,4,NA,4,NA,5.1
07/10/1965,4.96,0,0.1,4,NA,4,NA,10.5
08/10/1965,10.71,4,0,4,NA,4,NA,12.7
09/10/1965,11.79,4,0,4,NA,4,NA,7.8
10/10/1965,9.04,4,0,4,NA,4,NA,1.6
11/10/1965,4,4,0,4,NA,4,NA,-0.5
12/10/1965,3,0,0,4,NA,4,NA,-1.3
13/10/1965,3.29,4,0,4,NA,4,NA,8.8
14/10/1965,6.75,0,2,4,NA,4,NA,2.7
15/10/1965,10.08,4,0,4,NA,4,NA,1.6
16/10/1965,5.29,4,0,4,NA,4,NA,0.8
17/10/1965,4.96,0,0.3,4,NA,4,NA,1.4
18/10/1965,5.33,0,0,4,NA,4,NA,8
19/10/1965,9.21,0,0,4,NA,4,NA,4.2
20/10/1965,10.46,4,0,4,NA,4,NA,3.4
21/10/1965,11.87,0,0,4,NA,4,NA,6.1
22/10/1965,8.96,0,0,4,NA,4,NA,9.3
23/10/1965,7.87,0,0,4,NA,4,NA,7.5
24/10/1965,6.83,0,0,4,NA,4,NA,-1.6
25/10/1965,7.17,4,0,4,NA,4,NA,1.8
26/10/1965,6.08,0,0,4,NA,4,NA,0.5
27/10/1965,17,0,1.3,4,NA,4,NA,10.1
28/10/1965,20,0,0.2,4,NA,4,NA,8.8
29/10/1965,15.12,4,0,4,NA,4,NA,2.3
30/10/1965,21.62,0,1.8,4,NA,4,NA,7.2
31/10/1965,19.21,0,8.5,4,NA,4,NA,4.4
01/11/1965,29.17,4,0,4,NA,4,NA,6.7
02/11/1965,12.04,0,0,4,NA,4,NA,0.1
03/11/1965,11.42,0,0.3,4,NA,4,NA,-3.8
04/11/1965,6.04,0,0,4,NA,4,NA,-2.6
05/11/1965,4.83,0,0,4,NA,4,NA,-1
06/11/1965,16,0,1.3,4,NA,4,NA,-0.5
07/11/1965,11.58,0,5.6,4,NA,4,NA,3.8
08/11/1965,9.59,0,1.4,4,NA,4,NA,1.6
09/11/1965,9.38,0,0.9,4,NA,4,NA,7.7
10/11/1965,6.96,0,0,4,NA,4,NA,7.5
11/11/1965,14.83,0,2.3,4,NA,4,NA,5.5
12/11/1965,6.75,0,0.7,4,NA,4,NA,1.5
13/11/1965,8.5,0,5.6,4,NA,4,NA,4.4
14/11/1965,11.63,4,0,4,NA,4,NA,0.5
15/11/1965,11.34,0,11.2,4,NA,4,NA,-6.6
16/11/1965,27.58,0,52.2,4,NA,4,NA,0
17/11/1965,25.33,0,25.6,4,NA,4,NA,0
18/11/1965,15.92,0,19.1,4,NA,4,NA,4
19/11/1965,9.75,0,2,4,NA,4,NA,5.4
20/11/1965,15.75,0,9,4,NA,4,NA,3.3
21/11/1965,10.75,0,5.3,4,NA,4,NA,-0.1
22/11/1965,10.67,4,0,4,NA,4,NA,-6.5
23/11/1965,20,0,5.8,4,NA,4,NA,-4.4
24/11/1965,7.46,0,28,4,NA,4,NA,-3.4
25/11/1965,13.75,0,7,4,NA,4,NA,3.3
26/11/1965,9.33,0,6.1,4,NA,4,NA,-4.4
27/11/1965,16.33,0,0.1,4,NA,4,NA,-1
28/11/1965,9.5,0,2.9,4,NA,4,NA,-3.2
29/11/1965,20.33,0,0.2,4,NA,4,NA,-1
30/11/1965,19.38,0,0,4,NA,4,NA,-3.3
01/12/1965,9.96,0,4.5,4,NA,4,NA,-6.5
02/12/1965,19.25,0,2.6,4,NA,4,NA,2.2
03/12/1965,15.96,0,0.6,4,NA,4,NA,0.8
04/12/1965,6.46,0,3.5,4,NA,4,NA,-3.8
05/12/1965,15.63,0,1.7,4,NA,4,NA,0.1
06/12/1965,18.63,0,0.1,4,NA,4,NA,-1.1
07/12/1965,11,0,1.8,4,NA,4,NA,-2.2
08/12/1965,13.46,0,9.2,4,NA,4,NA,-1.2
09/12/1965,24,0,5.2,4,NA,4,NA,5
10/12/1965,14.29,0,1,4,NA,4,NA,1.1
11/12/1965,11.54,0,4.2,4,NA,4,NA,-0.7
12/12/1965,8.92,0,13,4,NA,4,NA,-0.5
13/12/1965,14.29,0,0.8,4,NA,4,NA,2.2
14/12/1965,11.63,0,2.1,4,NA,4,NA,-2.7
15/12/1965,8.54,0,0,4,NA,4,NA,7.4
16/12/1965,8.21,0,3.7,4,NA,4,NA,-1.5
17/12/1965,17.92,0,0.8,4,NA,4,NA,-1.6
18/12/1965,7.5,0,0.8,4,NA,4,NA,2.1
19/12/1965,11.71,4,0,4,NA,4,NA,0.5
20/12/1965,8.96,0,0.1,4,NA,4,NA,-5.5
21/12/1965,9.42,0,0.1,4,NA,4,NA,-5.7
22/12/1965,9.38,0,4.3,4,NA,4,NA,2.7
23/12/1965,11.04,0,1,4,NA,4,NA,2.2
24/12/1965,7.12,0,1.6,4,NA,4,NA,3.7
25/12/1965,7.38,4,0,4,NA,4,NA,0
26/12/1965,5.79,0,0.3,4,NA,4,NA,-7.7
27/12/1965,6.38,0,0.3,4,NA,4,NA,-8.3
28/12/1965,6.58,0,1,4,NA,4,NA,-2.4
29/12/1965,12.5,0,1.4,4,NA,4,NA,-2.8
30/12/1965,17.41,0,1.7,4,NA,4,NA,0.1
31/12/1965,9.59,0,6.4,4,NA,4,NA,2.2
01/01/1966,21.79,0,0.8,0,9.1,0,4.4,2
02/01/1966,17.46,0,0.6,0,8.9,0,4.6,0.6
03/01/1966,7.83,0,0.9,0,7.2,0,1.2,-1.8
04/01/1966,15.46,0,5.1,0,12.8,1,-0.9,-3.9
05/01/1966,12.83,0,2.8,0,12.8,0,6.1,7.1
06/01/1966,10.96,0,1.6,0,12.9,0,7.9,3.9
07/01/1966,10.5,0,0,0,12.1,0,8.9,8.3
08/01/1966,12.5,0,0,0,11.1,0,7,6.1
09/01/1966,13.37,0,2.3,0,9.4,0,6.3,2.8
10/01/1966,19.21,0,27.8,0,7.4,0,4.6,3.9
11/01/1966,19.55,0,0,0,6,0,1.7,-1.3
12/01/1966,16.46,0,0,0,4.4,0,1.7,1.7
13/01/1966,12.29,0,0,0,3.9,0,2.8,1
14/01/1966,10.83,4,0,0,3.7,0,2.6,-2.1
15/01/1966,6.29,4,0,0,2,1,-2,-4.9
16/01/1966,4.71,0,3.5,0,1.9,1,-2,-1.1
17/01/1966,2.79,0,1.8,0,3.7,1,-1.1,-4.1
18/01/1966,8.5,4,0,0,3.3,0,0,-0.4
19/01/1966,14.33,4,0,0,3.1,1,-0.6,-1.7
20/01/1966,12.33,0,0,0,3,1,-0.4,0
21/01/1966,4.75,0,0,0,4.6,0,1.2,0
22/01/1966,8.54,0,0.3,0,5.1,0,1.7,0
23/01/1966,1.13,0,0.5,0,6,0,3.3,0
24/01/1966,8.08,0,13,0,6.7,0,2.8,0
25/01/1966,20.46,0,13.9,0,8.3,0,5.2,4.3
26/01/1966,19.08,0,7.4,0,8.7,0,5.9,5.8
27/01/1966,12.25,0,11.8,0,12.3,0,6.8,6.7
28/01/1966,17.46,0,0.2,0,13.3,0,6.7,5.9
29/01/1966,16.79,0,1,0,13,0,9.4,8.6
30/01/1966,14.33,4,0,0,11.1,0,7,3.7
31/01/1966,3.79,0,0.1,0,9.2,1,-0.7,-3.3
01/02/1966,13.75,0,2.8,0,10.6,0,5,0.6
02/02/1966,13.54,4,0,0,11.6,0,6.1,4.1
03/02/1966,10.96,0,4.3,0,13.8,0,6.7,0.4
04/02/1966,10.96,0,1,0,13.4,0,9.4,8.7
05/02/1966,19.33,0,2.9,0,12,0,8.8,6.2
06/02/1966,10.63,0,0.2,0,14,0,6.8,1.6
07/02/1966,8.04,0,8.8,0,9.6,0,6.1,3.2
08/02/1966,4.58,0,4.9,0,8.9,0,6.7,6
09/02/1966,6.13,0,1.6,0,7.3,0,4.9,3.9
10/02/1966,13.29,0,0,0,4.7,0,2.8,2.8
11/02/1966,11.42,0,2.9,0,4.6,0,2.4,1.7
12/02/1966,12.67,0,0.6,2,4.8,0,1.8,NA
13/02/1966,11.63,0,0.2,0,4.4,0,1.7,1.4
14/02/1966,12.42,0,6.7,0,6.4,0,1.1,-0.6
15/02/1966,16.46,0,16.8,0,5.7,0,0.6,-0.8
16/02/1966,10.96,4,0,0,6,0,2.4,0.6
17/02/1966,13.7,0,4.4,0,5.3,0,1.9,-0.7
18/02/1966,13.59,0,17,0,7,0,2.1,-0.8
19/02/1966,10.04,0,1.6,0,11.8,0,3.7,2.9
20/02/1966,11.92,0,1.4,0,11.7,0,6,4.8
21/02/1966,8.71,0,9.3,0,10,0,5.1,-0.6
22/02/1966,13.59,0,7.4,0,8.9,0,5.6,5
23/02/1966,17.79,0,0.7,0,10.6,0,2.3,-0.6
24/02/1966,12,0,2.9,0,12.8,0,1.7,-2.8
25/02/1966,21.84,0,1.5,0,12.8,0,6,0.9
26/02/1966,22.95,0,0.6,0,11.4,0,7.1,4
27/02/1966,23.63,0,0.1,0,14.3,0,3.9,1.4
28/02/1966,14.79,0,1.9,0,10.6,0,6,5.6
01/03/1966,9.38,0,2.7,0,12.2,0,4.6,1.1
02/03/1966,13.92,0,3.3,0,14,0,5.4,5.4
03/03/1966,10.46,0,0.3,0,12.7,0,5.9,1
04/03/1966,9.71,0,0,0,12,0,2.8,-0.6
05/03/1966,10.29,0,0,0,13.8,0,5.1,NA
06/03/1966,12.17,0,0,0,12.8,0,8.2,4.7
07/03/1966,16.04,0,0.2,0,12.3,0,8.2,5.1
08/03/1966,9.04,0,0.1,0,10.6,0,5.8,2
09/03/1966,16.13,0,0,0,10.8,0,1.8,-1.1
10/03/1966,22.29,0,0.4,0,12.7,0,4.4,NA
11/03/1966,20.62,0,2.1,0,10.1,0,3.3,1.1
12/03/1966,11.25,0,0.3,0,11.1,0,1.8,-0.4
13/03/1966,11.21,4,0,0,13.9,0,5.9,3.1
14/03/1966,8.63,0,0,0,13.1,0,4.4,2.2
15/03/1966,8.21,0,0,0,11.2,0,6.1,5
16/03/1966,6.87,0,0,0,11.1,0,6.7,6.1
17/03/1966,14.83,0,1.8,0,12.1,0,6.7,5.6
18/03/1966,7.21,4,0,0,13.1,1,-0.6,-5
19/03/1966,5.25,4,0,0,15.3,1,-2.8,-7
20/03/1966,8.87,0,0.2,0,10.4,1,-0.3,-5
21/03/1966,9.96,0,0.2,0,11.4,0,6.7,5.9
22/03/1966,13.17,0,0.2,0,11.3,0,4,1.9
23/03/1966,20.54,0,0,0,10,0,5,4.9
24/03/1966,20.83,0,1.3,0,8.4,0,0.4,-1.3
25/03/1966,10.92,0,1.7,0,9.8,1,-2.3,-4.4
26/03/1966,21.29,0,5.8,0,12.2,0,0.6,NA
27/03/1966,28.62,0,5.4,0,12,0,2.4,1.7
28/03/1966,14.54,0,0.2,0,11.3,0,0,-0.6
29/03/1966,10.92,0,0,0,10.6,0,3.9,-3.7
30/03/1966,13.59,0,0.2,0,11.6,2,5.5,0.1
31/03/1966,12.08,0,10.2,0,11.6,0,6.1,3
01/04/1966,14.42,0,17.5,0,10.8,0,3.6,1.8
02/04/1966,11.25,0,0,0,10.8,1,-1.1,-2.9
03/04/1966,10.58,4,0,0,10,1,-1.9,-8.7
04/04/1966,21.25,0,17.4,0,8.2,0,3.3,1.7
05/04/1966,17.37,0,5.7,0,10.3,0,3.9,3.1
06/04/1966,4.88,0,0,0,12.2,0,3.3,3.1
